episode,reward,loss
1,-29.078014184397222,0.14886962800987602
2,-41.17647058823557,0.08095956359012052
3,-41.17647058823546,0.06890958369127474
4,0.3861003861000153,0.07094338283571415
5,-24.81203007518785,0.07229824385931716
6,-16.666666666666547,0.07220892999868374
7,-34.21052631578954,0.07032494182977825
8,-19.580419580419548,0.06777053659339435
9,-12.162162162162021,0.06974345886264928
10,-26.17449664429521,0.06960473154080682
11,-59.37500000000049,0.06793913781578885
12,-26.17449664429516,0.06661140974177397
13,-71.87500000000011,0.06650939483992989
14,-58.333333333333776,0.06020090673593222
15,-74.11003236245956,0.061935007418273014
16,-74.72924187725627,0.05747963547846303
17,-63.576158940397875,0.056629645129956774
18,-75.43859649122801,0.052774056009366174
19,-75.17730496453895,0.05157068081371836
20,-74.52229299363054,0.05237221479119034
21,-74.35897435897434,0.050108525256742725
22,-76.89768976897675,0.04642049255935126
23,-82.08955223880554,0.0497719267323846
24,-78.64768683273996,0.04550335954359616
25,-75.6097560975609,0.045631557912449355
26,-76.19047619047612,0.04128756159165641
27,-80.7692307692304,0.04502356212621089
28,-67.15328467153323,0.04233038050794857
29,-57.09570957095778,0.04201474532761495
30,-65.62500000000063,0.042088516437099315
31,-32.038834951456586,0.041154204754217064
32,-6.474820143884861,0.043001020148629325
33,10.204081632652592,0.043866986869688845
34,-23.344947735191667,0.04386027144768741
35,-24.0506329113924,0.045995667812327154
36,-3.3457249070631527,0.04622585595914279
37,-0.36900369003718625,0.045053672926296716
38,-28.5714285714285,0.04754831047044718
39,-2.7777777777779558,0.051400142218393736
40,-5.537459283387432,0.04972143956951913
41,38.68613138686028,0.05306377949356102
42,213.95348837209664,0.061262062485824574
43,158.8652482269536,0.07716150689631468
44,146.47887323943806,0.08303362238506087
45,527.06270627062,0.09836046279262518
46,409.8684210526257,0.1239544073472498
47,617.171717171704,0.14106205569650046
48,492.33449477350524,0.16382620392739772
49,117.10526315789781,0.1767753748493269
50,27.20848056537049,0.17389700716733933
51,-4.761904761904752,0.1719555086279288
52,238.40304182509715,0.17227157287113368
53,122.97297297297254,0.1753849341031164
54,-55.47945205479523,0.17581009709089995
55,44.29530201342358,0.17513210312463343
56,-23.611111111111285,0.1719297827463597
57,157.73195876289066,0.17010678955668118
58,113.59223300971333,0.1701010210351087
59,253.41365461846965,0.18072315531969071
60,529.6296296296213,0.18222147464752197
61,156.31768953069042,0.19019561794400214
62,548.5507246376726,0.20336170032247902
63,287.4172185430404,0.21286650587804615
64,599.680511182096,0.22399829452484846
65,488.02816901407334,0.24245301949977874
66,561.5384615384551,0.2573978620171547
67,221.9895287958166,0.27611674039065837
68,67.16417910448232,0.2714285395368934
69,430.0353356890333,0.2852058503739536
70,31.49847094801146,0.29213668513298036
71,335.97560975608604,0.29820860167592766
72,555.7971014492632,0.3095835852250457
73,700.7380073800626,0.32762807922437787
74,478.35820895522136,0.34294307700544596
75,396.7741935483774,0.35780312383174895
76,656.9444444444298,0.3677942969202995
77,845.8483754512534,0.38107601606845853
78,427.8810408921936,0.39602960769832135
79,848.9051094890327,0.41043456906080245
80,818.1494661921571,0.4097644056379795
81,776.7605633802642,0.42254172630608083
82,709.0614886731231,0.4247893807291985
83,908.7999999999931,0.4413319996541791
